,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
231,4.285014581680298,0.06591733124788815,0.05907473564147949,0.0025614261968955566,100,balanced,0.001,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
234,4.324590396881104,0.10128999804023603,0.06127605438232422,0.0036112960468008323,100,balanced,0.01,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
133,1.4692798614501954,0.013875966088959435,0.11355290412902833,0.005475141337609844,1,,0.1,rbf,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9266415868673051,0.9241621067031465,0.8975351768614422,0.9338601719757671,0.943728772440563,0.9251855629696448,0.015406562102845146,32
172,1.6413323402404785,0.08807238709951273,0.10656538009643554,0.011997032721783018,10,,0.01,rbf,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9225620480750439,0.9281561461794019,0.9000757279656049,0.9348495212038304,0.933539543910723,0.9238365974669209,0.012651431188736528,33
111,2.0109605312347414,0.05847437956944187,0.05722279548645019,0.0020099524676209365,0.1,balanced,0.1,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
108,1.9807745933532714,0.031178518619473364,0.05948052406311035,0.0015187026610391065,0.1,balanced,0.01,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
105,1.969074296951294,0.032053786167813715,0.05386996269226074,0.001944637787323887,0.1,balanced,0.001,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
123,1.9798619747161865,0.037494565737871466,0.059039974212646486,0.0024660183728826466,0.1,balanced,1000,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 1000, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
114,1.9689629077911377,0.02271562098920224,0.057184791564941405,0.004545274161584422,0.1,balanced,1,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
117,1.9696068286895752,0.03926752788147453,0.055527544021606444,0.0037113124333660414,0.1,balanced,10,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 10, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
120,2.02545428276062,0.023438111885981206,0.05783376693725586,0.0037333715085256236,0.1,balanced,100,linear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 100, 'model__kernel': 'linear'}",0.918922220050811,0.9163572405706469,0.9108852843462968,0.9361320109439125,0.9306283357593401,0.9225850183342015,0.009352016322631917,34
211,2.436506462097168,0.13991971118130725,0.11483659744262695,0.006831923042052204,100,,0.001,rbf,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9204001367989058,0.9265560875512996,0.8969488958374048,0.9384160641000586,0.9298884036875303,0.9224419175950398,0.014011516215407704,41
233,2.271740198135376,0.041697991787086865,0.06391582489013672,0.00204083721532262,100,balanced,0.001,sigmoid,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'sigmoid'}",0.9185191518467852,0.9159541723666211,0.9118868477623607,0.9343853820598006,0.9302644347404173,0.922201997755197,0.008630628467270019,42
136,2.3642642974853514,0.07516942018687982,0.19861092567443847,0.014571768868832066,1,,1,rbf,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.9207665624389291,0.9212429157709595,0.9081493062341215,0.9321501856556578,0.9275958272683164,0.9219809594735968,0.008102764978647639,43
253,2.5511923313140867,0.14742279330363448,0.10592341423034668,0.006502260341569598,1000,,0.001,rbf,"{'model__C': 1000, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9234292554230995,0.9259942349032636,0.9018589994137188,0.9314051201876099,0.9242721979621542,0.9213919615779693,0.01015310005715263,44
236,2.3140278816223145,0.0699223664595693,0.05109100341796875,0.004338907396801742,100,balanced,0.01,sigmoid,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.9178351573187414,0.9161618135626344,0.9117524916943521,0.9308310533515731,0.9289907811741872,0.9211142594202977,0.007474993040296946,45
157,2.7238222122192384,0.04305679958407932,0.21356191635131835,0.006040932163159318,1,balanced,1,rbf,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'rbf'}",0.9251514559312098,0.9165893101426618,0.9102012898182529,0.9243941762751612,0.9282387190684134,0.9209149902471397,0.006590664094059785,46
217,1.724670171737671,0.03523096593605346,0.10416889190673828,0.0043400358357101486,100,,0.1,rbf,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.924186535079148,0.9252247410592145,0.9095905804182137,0.9309776236075825,0.9112202814167879,0.9202399523161894,0.00837239277667244,47
238,1.9887351512908935,0.042328437495037424,0.12738428115844727,0.011261778119928408,100,balanced,0.1,rbf,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9320280437756497,0.9176885870627322,0.9065370334180184,0.9214871995309751,0.9209728287239204,0.9197427385022591,0.008174291122818995,48
94,2.5031991004943848,0.027876122326477046,0.19572362899780274,0.013918167779036466,0.1,,1,rbf,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.9137067617744772,0.9202902091068986,0.9044972640218879,0.928156146179402,0.9289907811741873,0.9191282324513705,0.009204138904032667,49
52,2.4133802890777587,0.053730813251367075,0.19704127311706543,0.004503982099007611,0.01,,1,rbf,"{'model__C': 0.01, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.9113982802423295,0.9214261285909713,0.905498827437952,0.9280828610513973,0.9283478893740902,0.918950797339348,0.009119464895315147,50
49,1.9052104473114013,0.07760755024105545,0.15932321548461914,0.02312588466189959,0.01,,0.1,rbf,"{'model__C': 0.01, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.926140805159273,0.9143663279265194,0.885064490912644,0.9236613249951143,0.9384279475982533,0.9175321793183608,0.017958181439380706,51
112,3.7720171928405763,0.08689096535205186,0.27969999313354493,0.012574744949785647,0.1,balanced,0.1,rbf,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9113249951143247,0.9096150087942153,0.9078928082861051,0.9253713113152238,0.9332605531295487,0.9174929353278836,0.01002949880605689,52
91,2.01637806892395,0.03576014032095342,0.15544867515563965,0.003594438695467751,0.1,,0.1,rbf,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9235513973031072,0.9131937658784445,0.8821330857924564,0.92390560875513,0.9394590004852014,0.9164485716428679,0.01909808210305639,53
194,2.405467176437378,0.07345413273289267,0.06117229461669922,0.0007705195748750514,10,balanced,0.01,sigmoid,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.9080027359781122,0.912094488958374,0.9080760211061168,0.9282050029314052,0.9229378942261038,0.9158632286400223,0.008234095343951425,54
115,4.156556892395019,0.03586523655577246,0.3145317077636719,0.024527795181554107,0.1,balanced,1,rbf,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'rbf'}",0.9097493648622239,0.9137922610904827,0.8996482313855775,0.9277652921633769,0.9280082484230957,0.9157926795849514,0.01089706482173736,55
151,3.517871952056885,0.06875682356129488,0.2699301719665527,0.022873945087700093,1,balanced,0.01,rbf,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9108974985342975,0.9127540551104163,0.8982069572014852,0.9218658393589995,0.9302886948083454,0.9148026090027088,0.010812679558491899,56
84,1.1583162307739259,0.02829980085242631,0.0417752742767334,0.0011363717641414577,0.1,,0.001,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
96,1.1304592132568358,0.037953442970432565,0.041508054733276366,0.003342883201694308,0.1,,10,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 10, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
87,1.1634467601776124,0.039072138070812404,0.04054527282714844,0.003920957286717156,0.1,,0.01,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
90,1.1768983364105225,0.08377724700534457,0.04216909408569336,0.003576866521207705,0.1,,0.1,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
102,1.145676565170288,0.048091294301494086,0.040142059326171875,0.0019427816368572806,0.1,,1000,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 1000, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
99,1.1378501892089843,0.03946177951616798,0.038434314727783206,0.0044501135603041714,0.1,,100,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 100, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
93,1.1522234439849854,0.04619718430340146,0.04190340042114258,0.003079738857536928,0.1,,1,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'linear'}",0.922281121751026,0.9104333593902678,0.8916479382450655,0.9217436974789915,0.9160480349344978,0.9124308303599697,0.011249536864545235,57
190,3.540950632095337,0.046453706387612204,0.2842865467071533,0.023707832068226985,10,balanced,0.001,rbf,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9086500879421535,0.9110074262263044,0.8936022083251906,0.9193863591948408,0.9268558951965066,0.9119003953769992,0.011188316860380762,64
275,2.9112794399261475,0.16435452170215398,0.06569223403930664,0.002433831771467197,1000,balanced,0.001,sigmoid,"{'model__C': 1000, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'sigmoid'}",0.9036056282978309,0.9163816689466484,0.8803009575923392,0.9377687121360173,0.9209849587578846,0.911808385146144,0.019178457791822583,65
130,2.097377967834473,0.05244785184977154,0.1502216339111328,0.009419248698114039,1,,0.01,rbf,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9205344928669142,0.9058408247019738,0.875170998632011,0.918140512018761,0.9374818049490539,0.9114337266337428,0.020748847169411975,66
10,1.7137264728546142,0.019193028494157653,0.1362166404724121,0.012935414579684027,0.001,,1,rbf,"{'model__C': 0.001, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.9012605042016807,0.9091020128981826,0.8906708032050029,0.9228918311510651,0.9261280931586608,0.9100106489229185,0.013244751026333532,67
144,2.056623411178589,0.2470838483407048,0.04797353744506836,0.011314309831316705,1,,1000,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 1000, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
141,1.9733942031860352,0.14084814554541208,0.03808155059814453,0.003821579707661152,1,,100,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 100, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
126,2.0613545417785644,0.1889272820234756,0.04116401672363281,0.0012884282747349153,1,,0.001,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
129,1.9568404674530029,0.15350755670932212,0.040385103225708006,0.0008678721276518743,1,,0.01,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
138,1.9958037376403808,0.17553250456782124,0.041126585006713866,0.0016595269744029252,1,,10,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 10, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
135,1.9687915325164795,0.14615651212597433,0.04079976081848145,0.000505615390891132,1,,1,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
132,1.9860154151916505,0.1389571653870802,0.043253517150878905,0.002285658466112293,1,,0.1,linear,"{'model__C': 1, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9261530193472738,0.9111539964823139,0.8947503419972641,0.9205100644909127,0.8930373605046094,0.9091209565644748,0.013335162680380248,68
278,2.52645583152771,0.08785106100612258,0.048775768280029295,0.006523344559660692,1000,balanced,0.01,sigmoid,"{'model__C': 1000, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.9038743404338481,0.9120212038303694,0.8935289231971858,0.9159297439906197,0.9174308588064046,0.9085570140516854,0.00886424080503614,75
212,1.3252068519592286,0.059471350339086015,0.04751954078674316,0.003272698727006052,100,,0.001,sigmoid,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'sigmoid'}",0.9220246238030095,0.9106287863982802,0.8864691225327341,0.9200581395348837,0.9011766132945173,0.9080714571126849,0.013108097343509918,76
75,2.78487229347229,0.05255079179867272,0.08819475173950195,0.005090088620143603,0.01,balanced,10,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 10, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
66,2.7619608879089355,0.05031795899244979,0.09068708419799805,0.0028154380913792743,0.01,balanced,0.01,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
69,2.8790841579437254,0.1200177222668275,0.1013094425201416,0.014098010734994944,0.01,balanced,0.1,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
81,2.780495357513428,0.042847496983561294,0.09259004592895508,0.004410186009073453,0.01,balanced,1000,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 1000, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
63,2.7211992740631104,0.054596018466100425,0.09447455406188965,0.007791766484641457,0.01,balanced,0.001,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
78,2.753269815444946,0.04237942304508724,0.09118242263793945,0.005341552226672343,0.01,balanced,100,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 100, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
72,2.7876911640167235,0.03544160343666873,0.09322261810302734,0.005362877747552012,0.01,balanced,1,linear,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'linear'}",0.8993062341215556,0.9101402188782489,0.8838919288645691,0.9109463552863005,0.9302401746724892,0.9069049823646326,0.01522282665403588,77
191,3.285730075836182,0.06429169285669616,0.1121683120727539,0.00856460905079893,10,balanced,0.001,sigmoid,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'sigmoid'}",0.8993428766855579,0.9101157905022473,0.8839163572405706,0.9109707836623021,0.9301673944687047,0.9069026405118764,0.015189747502596343,84
152,3.214302349090576,0.04079931317273186,0.11905202865600586,0.006254437984850545,1,balanced,0.01,sigmoid,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.8989031659175298,0.9102990033222592,0.8835377174125464,0.9107142857142858,0.9302765647743814,0.9067461474282006,0.015376560276701222,85
169,2.2902079105377195,0.034595152644817634,0.15617194175720214,0.005121762688534537,10,,0.001,rbf,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9103356458862615,0.9075874535860856,0.8546389486026968,0.9188245065468047,0.934825327510917,0.9052423764265531,0.027025073327045384,86
88,1.8787947654724122,0.03422525426062065,0.1464533805847168,0.011692882074558127,0.1,,0.01,rbf,"{'model__C': 0.1, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8978527457494626,0.904814832909908,0.8648622239593511,0.9210230603869456,0.9321081999029597,0.9041322125817255,0.023021669299980476,87
113,3.7153231143951415,0.05087504030851734,0.12554755210876464,0.004381427678477221,0.1,balanced,0.1,sigmoid,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.8945182724252492,0.905999609145984,0.8783711158882158,0.9080638069181162,0.9249029597282873,0.9023711528211704,0.015433235770660548,88
171,2.748400115966797,0.2532391912347095,0.047979545593261716,0.004053973321529385,10,,0.01,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
177,2.8422547340393067,0.2636172228427769,0.047386789321899415,0.006792290761789806,10,,1,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 1, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
168,2.8015167236328127,0.22869523239984563,0.04618825912475586,0.0033702181380119685,10,,0.001,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
180,2.966715860366821,0.22181011839854312,0.05027475357055664,0.008313614783364743,10,,10,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 10, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
174,2.8108285903930663,0.2145173051866453,0.05394368171691895,0.00431462383928772,10,,0.1,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
183,2.7818429470062256,0.24160784132409024,0.049893522262573244,0.005141560151680803,10,,100,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 100, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
186,2.8077395439147947,0.21499223070410814,0.045067453384399415,0.0031558695227727656,10,,1000,linear,"{'model__C': 10, 'model__class_weight': None, 'model__gamma': 1000, 'model__kernel': 'linear'}",0.8839041430525698,0.9076973812780927,0.8954099081493063,0.9176641586867305,0.8946142649199418,0.8998579712173281,0.011664673301874361,89
31,5.4814623355865475,0.08477996124602517,0.4651580810546875,0.012613776374826335,0.001,balanced,1,rbf,"{'model__C': 0.001, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'rbf'}",0.8957030486613251,0.8993795192495604,0.8672806331835059,0.917016806722689,0.9194808345463368,0.8997721684726834,0.018752177695808066,96
73,5.3881618022918705,0.07412103736971609,0.47394580841064454,0.023537316315907983,0.01,balanced,1,rbf,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'rbf'}",0.8957030486613251,0.8993795192495604,0.8672806331835059,0.917016806722689,0.9194808345463368,0.8997721684726834,0.018752177695808066,96
225,3.7313960075378416,0.08234205674875432,0.055388355255126955,0.0037355604285744092,100,,100,linear,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 100, 'model__kernel': 'linear'}",0.8866156927887434,0.9053400429939419,0.8953366230213017,0.9224887629470393,0.8783114992721981,0.8976185242046448,0.01534393177407001,98
213,3.6974637508392334,0.06164295802908398,0.056264829635620114,0.006179052293629212,100,,0.01,linear,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.8866156927887434,0.9053400429939419,0.8953366230213017,0.9224887629470393,0.8783114992721981,0.8976185242046448,0.01534393177407001,98
216,3.7079904556274412,0.06169987182225659,0.05233774185180664,0.0017470910724116432,100,,0.1,linear,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.8866156927887434,0.9053400429939419,0.8953366230213017,0.9224887629470393,0.8783114992721981,0.8976185242046448,0.01534393177407001,98
222,3.7702823638916017,0.09788444443652367,0.053593921661376956,0.002405853339832949,100,,10,linear,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 10, 'model__kernel': 'linear'}",0.8866156927887434,0.9053400429939419,0.8953366230213017,0.9224887629470393,0.8783114992721981,0.8976185242046448,0.01534393177407001,98
210,3.734286880493164,0.07059171282763886,0.05651588439941406,0.003959960762673179,100,,0.001,linear,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.8866156927887434,0.9053400429939419,0.8953366230213017,0.9224887629470393,0.8783114992721981,0.8976185242046448,0.01534393177407001,98
