,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
153,2.5563031673431396,0.10106144858548873,0.05474004745483398,0.0005971301450605062,1,balanced,0.1,linear,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9280584326753958,0.9170045925346884,0.9175664451827242,0.9401504787961696,0.9341703056768559,0.9273900509731667,0.00909514248240474,10
156,2.520627164840698,0.12037834857632489,0.05681476593017578,0.004673949191329289,1,balanced,1,linear,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'linear'}",0.9280584326753958,0.9170045925346884,0.9175664451827242,0.9401504787961696,0.9341703056768559,0.9273900509731667,0.00909514248240474,10
165,2.5457598209381103,0.11047054245271204,0.05889835357666016,0.006385599918444832,1,balanced,1000,linear,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__gamma': 1000, 'model__kernel': 'linear'}",0.9280584326753958,0.9170045925346884,0.9175664451827242,0.9401504787961696,0.9341703056768559,0.9273900509731667,0.00909514248240474,10
214,1.718843412399292,0.0815798367694192,0.0971494197845459,0.0060605692607557,100,,0.01,rbf,"{'model__C': 100, 'model__class_weight': None, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9260675200312684,0.9283271448114129,0.9111784248583155,0.9413230408442447,0.9300097040271712,0.9273811669144825,0.009658513845101711,17
207,2.907175970077515,0.17836860585325637,0.0645362377166748,0.00685637566683231,10,balanced,1000,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 1000, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
189,2.8982073783874513,0.19886494676160954,0.060404205322265626,0.009892028289491126,10,balanced,0.001,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
192,2.953776216506958,0.2090825005477036,0.05627436637878418,0.0022860893948206777,10,balanced,0.01,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
195,2.89660005569458,0.20922521683082101,0.055646657943725586,0.0031974122664301815,10,balanced,0.1,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
198,2.8914552211761473,0.195241891306181,0.05504007339477539,0.006478121145960892,10,balanced,1,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
201,2.8611169338226317,0.15569641528712777,0.05552453994750976,0.004158628782824526,10,balanced,10,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 10, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
204,2.8987287998199465,0.192007246987734,0.05470576286315918,0.0051384326024525645,10,balanced,100,linear,"{'model__C': 10, 'model__class_weight': 'balanced', 'model__gamma': 100, 'model__kernel': 'linear'}",0.9345808090678133,0.9218536251709986,0.9158686730506155,0.9346296658198163,0.9260674429888405,0.9266000432196169,0.007295778445478968,18
246,4.290918397903442,0.10391627209073097,0.06082186698913574,0.006057508817668901,100,balanced,100,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 100, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
243,4.364741325378418,0.12677943218237725,0.06241130828857422,0.0035076779986692773,100,balanced,10,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 10, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
240,4.298148727416992,0.07866843481766765,0.06711406707763672,0.008905344848139651,100,balanced,1,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 1, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
249,4.396817779541015,0.08892702093424434,0.05974221229553223,0.00473584061158992,100,balanced,1000,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 1000, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
237,4.34215898513794,0.06106107783385955,0.061086606979370114,0.0037797364650466276,100,balanced,0.1,linear,"{'model__C': 100, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9310020519835841,0.9143785421145202,0.9083203048661326,0.9420681063122924,0.9322052401746724,0.9255948490902404,0.012397731544496833,25
