,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__degree,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
348,0.42300825119018554,0.036008723865070605,0.06644697189331054,0.004281335859724169,0.1,,3,1,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 1, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
344,0.4265110015869141,0.02343363608805025,0.06839470863342285,0.00408080082560528,0.1,,3,0.1,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
340,0.4506659984588623,0.010269030593839379,0.07091364860534669,0.011679202473266816,0.1,,3,0.01,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
336,0.4190336227416992,0.014051640256047803,0.07786073684692382,0.0019170037429949577,0.1,,3,0.001,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
368,0.4257850170135498,0.022451733954708317,0.06458830833435059,0.005361993142003618,0.1,,4,0.01,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
416,0.46784396171569825,0.026966459397817992,0.06755399703979492,0.004810116874190533,0.1,,5,1000,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 5, 'model__gamma': 1000, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
388,0.4175079345703125,0.037580917388145015,0.0630110740661621,0.0032217852363248902,0.1,,4,1000,linear,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 1000, 'model__kernel': 'linear'}",0.9024270329327299,0.9082331824566879,0.8916185422194475,0.916271265803028,0.9112320397527951,0.9059564126329377,0.008455095118576889,118
625,0.8682852745056152,0.014107814410895524,0.4499967575073242,0.01578576897167119,1,balanced,4,0.1,rbf,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__degree': 4, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9269314811924457,0.8963087248322148,0.9086936163571094,0.9131808958951146,0.8839254322569555,0.9058080301067679,0.01468312523317787,139
597,0.8684046268463135,0.017716384630896056,0.45333261489868165,0.008227052987297239,1,balanced,3,0.1,rbf,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__degree': 3, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9269314811924457,0.8963087248322148,0.9086936163571094,0.9131808958951146,0.8839254322569555,0.9058080301067679,0.01468312523317787,139
653,1.0853546619415284,0.016692061184077484,0.5327738285064697,0.023775628852180652,1,balanced,5,0.1,rbf,"{'model__C': 1, 'model__class_weight': 'balanced', 'model__degree': 5, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9269314811924457,0.8963087248322148,0.9086936163571094,0.9131808958951146,0.8839254322569555,0.9058080301067679,0.01468312523317787,139
541,0.7953966140747071,0.014569557858663668,0.4043751239776611,0.01536930433546546,1,,4,0.1,rbf,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9204541907288903,0.8936787888247228,0.9062665834243795,0.9133759950054627,0.891207194255846,0.9049965504478603,0.011216102623117412,142
513,0.8071005821228028,0.03277148558105045,0.4298254013061523,0.03221262354193313,1,,3,0.1,rbf,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9204541907288903,0.8936787888247228,0.9062665834243795,0.9133759950054627,0.891207194255846,0.9049965504478603,0.011216102623117412,142
569,0.7626124382019043,0.021604516408202636,0.38266711235046386,0.008787125613444675,1,,5,0.1,rbf,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 5, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9204541907288903,0.8936787888247228,0.9062665834243795,0.9133759950054627,0.891207194255846,0.9049965504478603,0.011216102623117412,142
177,0.6147380828857422,0.02987738230326031,0.3985037326812744,0.026162972182093222,0.01,,3,0.1,rbf,"{'model__C': 0.01, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9205400343374435,0.8894568440767909,0.9051584204776026,0.9144373341657561,0.8941449008133385,0.9047475067741862,0.011744659643198116,145
205,0.6060000419616699,0.015640612010630713,0.37140913009643556,0.011055021043894749,0.01,,4,0.1,rbf,"{'model__C': 0.01, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9205400343374435,0.8894568440767909,0.9051584204776026,0.9144373341657561,0.8941449008133385,0.9047475067741862,0.011744659643198116,145
233,0.6334920883178711,0.015291575158211166,0.36072444915771484,0.021608567434609458,0.01,,5,0.1,rbf,"{'model__C': 0.01, 'model__class_weight': None, 'model__degree': 5, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9205400343374435,0.8894568440767909,0.9051584204776026,0.9144373341657561,0.8941449008133385,0.9047475067741862,0.011744659643198116,145
345,0.8285294532775879,0.044886408875805035,0.39956097602844237,0.00927706078464277,0.1,,3,0.1,rbf,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9200405806149523,0.889854846261901,0.9059622288122366,0.9141017636959576,0.8936058004078413,0.9047130439585779,0.011565282522680442,148
401,0.8632632255554199,0.0627514325374149,0.5204741954803467,0.011591073897048509,0.1,,5,0.1,rbf,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 5, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9200405806149523,0.889854846261901,0.9059622288122366,0.9141017636959576,0.8936058004078413,0.9047130439585779,0.011565282522680442,148
373,0.710358715057373,0.01579142322825793,0.38785786628723146,0.023603421906455188,0.1,,4,0.1,rbf,"{'model__C': 0.1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9200405806149523,0.889854846261901,0.9059622288122366,0.9141017636959576,0.8936058004078413,0.9047130439585779,0.011565282522680442,148
552,0.43583111763000487,0.02004091731041909,0.0702672004699707,0.006579211329545022,1,,4,100,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 100, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
560,0.4544635772705078,0.014274635849291945,0.06763162612915039,0.005008458483081213,1,,5,0.001,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 5, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
508,0.4542513370513916,0.004514342584139854,0.07057785987854004,0.00856275874514916,1,,3,0.01,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
524,0.4287258148193359,0.016719565499104534,0.06725516319274902,0.006280025634455492,1,,3,100,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 100, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
520,0.4372131824493408,0.011848581033221122,0.0718050479888916,0.008789179669170808,1,,3,10,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 10, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
536,0.45052227973937986,0.017813086734342384,0.06512870788574218,0.007439877545783175,1,,4,0.01,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
504,0.46562790870666504,0.014666524000190168,0.06897444725036621,0.006782240144280653,1,,3,0.001,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 3, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
544,0.42384943962097166,0.012874856349965472,0.06383190155029297,0.00331770141167582,1,,4,1,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 1, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
548,0.43762407302856443,0.008129706957038942,0.06554942131042481,0.004037031638142208,1,,4,10,linear,"{'model__C': 1, 'model__class_weight': None, 'model__degree': 4, 'model__gamma': 10, 'model__kernel': 'linear'}",0.8965506477290464,0.899094740127985,0.8963945684407679,0.9068206648977681,0.9001843879647788,0.8998090018320692,0.00379709705753639,151
