,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
467,0.7150273323059082,0.04722423526441512,0.010037946701049804,0.0021862830792789847,0.8,0.13,8,22,1,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.13, 'max_depth': 8, 'n_estimators': 22, 'reg_lambda': 1, 'subsample': 1}",0.9347766884531591,0.936608905461724,0.9346685339227563,0.9436786069819629,0.9345504243508193,0.9368566318340843,0.0034938014587871697,512
70,0.478195333480835,0.04318082684590577,0.01450343132019043,0.003400205976643769,0.8,0.05,8,22,5,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 22, 'reg_lambda': 5, 'subsample': 0.8}",0.9376872276688453,0.9406161945095921,0.9322641604940354,0.934069549665075,0.9396375723421128,0.9368549409359321,0.0032067565168339344,513
706,0.7965456962585449,0.026618473023832287,0.014832544326782226,0.009125546500419728,0.8,0.2,9,22,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 22, 'reg_lambda': 1, 'subsample': 0.8}",0.9414317810457515,0.935157845006496,0.9317495402163092,0.9428855855703849,0.933031872711627,0.9368513249101136,0.00449170739182817,514
1198,1.2058125495910645,0.04793751340709745,0.008611822128295898,0.0014092076051427293,1,0.1,15,30,5,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 30, 'reg_lambda': 5, 'subsample': 0.8}",0.9479166666666667,0.9415020162991211,0.9300453878212159,0.933723657347259,0.9310071371927042,0.9368389730653934,0.006845839172268822,515
1558,0.7875171184539795,0.04941154858936144,0.006468439102172851,0.001210514296686036,1,0.2,10,30,5,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 30, 'reg_lambda': 5, 'subsample': 0.8}",0.9398148148148148,0.9378912379570419,0.9312602291325696,0.9396966271280814,0.9355121737223075,0.936835016550963,0.0031941128457395594,516
1302,0.4629188060760498,0.029414206729658998,0.006184625625610352,0.0008207125299054916,1,0.13,9,21,5,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.13, 'max_depth': 9, 'n_estimators': 21, 'reg_lambda': 5, 'subsample': 0.8}",0.9353724128540305,0.9415273254931075,0.9256584608635496,0.9457539608888589,0.935815884050146,0.9368256088299385,0.006777287458080756,517
1240,0.406736421585083,0.033753497812795255,0.0056246757507324215,0.001588795898995154,1,0.13,8,15,0,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.13, 'max_depth': 8, 'n_estimators': 15, 'reg_lambda': 0, 'subsample': 0.8}",0.9436870234204794,0.937250071709383,0.9309396460087402,0.937579091231208,0.9346347883307743,0.9368181241401169,0.004177819702608387,518
427,0.24269285202026367,0.019273538482408564,0.008745622634887696,0.0022673878703207725,0.8,0.13,5,22,1,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.13, 'max_depth': 5, 'n_estimators': 22, 'reg_lambda': 1, 'subsample': 1}",0.9350745506535948,0.936870433799585,0.9377731283851047,0.9357990112541548,0.9385492770006918,0.9368132802186263,0.0012641346363781811,519
253,0.5659304141998291,0.03607215610652383,0.009787034988403321,0.002664366663789687,0.8,0.1,8,20,2,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 20, 'reg_lambda': 2, 'subsample': 1}",0.9412275326797386,0.9403799753657178,0.9270082845428315,0.9417382354429952,0.933673038959286,0.9368054133981139,0.005700190680313319,520
728,0.9695663452148438,0.02107625318592303,0.006993627548217774,0.0013807358177112719,0.8,0.2,10,20,0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 20, 'reg_lambda': 0, 'subsample': 0.8}",0.9464358660130718,0.9309733916007222,0.9331668550795552,0.9433917694501155,0.9300453878212159,0.936802653992936,0.00676868076103789,521
843,0.3276822566986084,0.038902009483164995,0.006735992431640625,0.0028734453341407156,1,0.05,8,15,1,1,"{'colsample_bytree': 1, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 15, 'reg_lambda': 1, 'subsample': 1}",0.942384940087146,0.9416876170550221,0.9287124369379248,0.9402365565997941,0.9309818279987176,0.9368006757357209,0.005764548151478952,522
1488,0.6639332294464111,0.03303767116446312,0.006342601776123047,0.0011856696687787666,1,0.2,9,20,0,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 20, 'reg_lambda': 0, 'subsample': 0.8}",0.9412785947712419,0.9397809911080366,0.9320363777481567,0.9417888538309683,0.9291005112457185,0.9367970657408244,0.005211659287484846,523
624,0.3157688617706299,0.014345087287770153,0.00847320556640625,0.0021866069428263654,0.8,0.2,5,22,0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 22, 'reg_lambda': 0, 'subsample': 0.8}",0.9365127995642701,0.9328378355577303,0.943020567938313,0.9338333305212008,0.9377731283851047,0.9367955323933238,0.003583983914188968,524
657,0.9486135482788086,0.10553826383691878,0.011491155624389649,0.003995255529435807,0.8,0.2,8,21,0,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 21, 'reg_lambda': 0, 'subsample': 1}",0.9422487745098039,0.9333524558354566,0.9302647341690992,0.9466144734844011,0.931496448276444,0.9367953772550409,0.006461204960644696,525
327,0.4947783946990967,0.035395470045487834,0.012126493453979491,0.002566750888119647,0.8,0.1,10,15,5,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 15, 'reg_lambda': 5, 'subsample': 1}",0.9411934912854031,0.9345082423608415,0.9246292203080972,0.9437967165539002,0.939840045894005,0.9367935432804494,0.006795270563966202,526
1059,0.4085744857788086,0.018373710505163628,0.0055218696594238285,0.001193599765162336,1,0.1,8,21,1,1,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 21, 'reg_lambda': 1, 'subsample': 1}",0.946359272875817,0.9285774545699967,0.9328209627617393,0.9433833330521201,0.9327619079757707,0.9367805862470888,0.006847879458759966,527
429,0.24123845100402833,0.028413506956629593,0.006069040298461914,0.001290339531809168,0.8,0.13,5,22,2,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.13, 'max_depth': 5, 'n_estimators': 22, 'reg_lambda': 2, 'subsample': 1}",0.9307087418300654,0.9479136787757099,0.9310746283766682,0.9357315200701908,0.9384733494187323,0.9367803836942732,0.006282308268272695,528
1350,0.5602795600891113,0.008281521524380527,0.0070668220520019535,0.0016505956758260363,1,0.13,10,22,5,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.13, 'max_depth': 10, 'n_estimators': 22, 'reg_lambda': 5, 'subsample': 0.8}",0.9409041394335512,0.9358327568461369,0.9331837278755463,0.9397134999240725,0.9342298412269897,0.9367727930612594,0.003031416854386752,529
415,0.2250502109527588,0.028308809609095705,0.006939983367919922,0.0014442143160661761,0.8,0.13,5,20,5,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.13, 'max_depth': 5, 'n_estimators': 20, 'reg_lambda': 5, 'subsample': 1}",0.9330065359477123,0.9445391195775052,0.9333862014274386,0.9360183576020382,0.9369126157895624,0.9367725660688514,0.00416072700609894,530
474,1.0894868850708008,0.09428392703544097,0.014836311340332031,0.007727633676859317,0.8,0.13,8,30,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.13, 'max_depth': 8, 'n_estimators': 30, 'reg_lambda': 1, 'subsample': 0.8}",0.9364447167755992,0.9435604974100258,0.9309396460087401,0.939494153576189,0.9334199470194207,0.9367717921579949,0.004446426509799619,531
978,1.1033664226531983,0.02043029979220349,0.008590507507324218,0.0009489558844148736,1,0.05,15,21,1,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 21, 'reg_lambda': 1, 'subsample': 0.8}",0.9505378540305011,0.9414935799011254,0.9244436195521961,0.9349638078525992,0.9324075792599591,0.9367692881192762,0.00878747641685714,532
356,0.8099846363067627,0.048136704449466584,0.007887887954711913,0.0014839833623009127,0.8,0.1,10,30,2,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 30, 'reg_lambda': 2, 'subsample': 0.8}",0.9399169389978214,0.9353434457623973,0.9310915011726593,0.942295037710699,0.935140972210505,0.9367575791708165,0.003933513260166959,533
964,0.6819240093231201,0.05794351349851578,0.007700395584106445,0.0011144810151647341,1,0.05,15,15,2,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 15, 'reg_lambda': 2, 'subsample': 0.8}",0.9497378812636166,0.9404727757436684,0.9271601397067507,0.930872154824776,0.9354699917323299,0.9367425886542282,0.007882851639203473,534
1051,0.38510961532592775,0.018874198466276,0.005890846252441406,0.0002075510075658769,1,0.1,8,20,1,1,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 20, 'reg_lambda': 1, 'subsample': 1}",0.9454061138344227,0.9277085055764591,0.9329306359356809,0.9441426088717162,0.9334536926114025,0.9367283113659362,0.0068815467204296306,535
1122,0.4130710124969482,0.006717988942532774,0.007196569442749023,0.0015446783384924976,1,0.1,10,15,1,0.8,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 15, 'reg_lambda': 1, 'subsample': 0.8}",0.9331427015250544,0.9468253834342889,0.9315723758584035,0.9358243204481413,0.9362377039499216,0.9367204970431621,0.005337578536008169,536
